"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2005"	"2005"	"Female"	"F"	"Washington"	"53"	204	3145396	6.4857
	"2005"	"2005"	"Female"	"F"	"West Virginia"	"54"	20	927690	2.1559
	"2005"	"2005"	"Female"	"F"	"Wisconsin"	"55"	133	2797061	4.7550
	"2005"	"2005"	"Female"	"F"	"Wyoming"	"56"	16	253726	Unreliable
	"2005"	"2005"	"Male"	"M"	"Alabama"	"01"	184	2213382	8.3131
	"2005"	"2005"	"Male"	"M"	"Alaska"	"02"	75	346026	21.6747
	"2005"	"2005"	"Male"	"M"	"Arizona"	"04"	489	2908266	16.8141
	"2005"	"2005"	"Male"	"M"	"Arkansas"	"05"	111	1362802	8.1450
	"2005"	"2005"	"Male"	"M"	"California"	"06"	2969	17831713	16.6501
	"2005"	"2005"	"Male"	"M"	"Colorado"	"08"	371	2323650	15.9663
	"2005"	"2005"	"Male"	"M"	"Connecticut"	"09"	139	1704888	8.1530
	"2005"	"2005"	"Male"	"M"	"Delaware"	"10"	44	409923	10.7337
	"2005"	"2005"	"Male"	"M"	"District of Columbia"	"11"	66	267523	24.6708
	"2005"	"2005"	"Male"	"M"	"Florida"	"12"	1183	8724088	13.5602
	"2005"	"2005"	"Male"	"M"	"Georgia"	"13"	396	4370659	9.0604
	"2005"	"2005"	"Male"	"M"	"Hawaii"	"15"	40	647916	6.1736
	"2005"	"2005"	"Male"	"M"	"Idaho"	"16"	91	716258	12.7049
	"2005"	"2005"	"Male"	"M"	"Illinois"	"17"	416	6186072	6.7248
	"2005"	"2005"	"Male"	"M"	"Indiana"	"18"	241	3087135	7.8066
	"2005"	"2005"	"Male"	"M"	"Iowa"	"19"	144	1461435	9.8533
	"2005"	"2005"	"Male"	"M"	"Kansas"	"20"	139	1357341	10.2406
	"2005"	"2005"	"Male"	"M"	"Kentucky"	"21"	201	2053084	9.7901
	"2005"	"2005"	"Male"	"M"	"Louisiana"	"22"	164	2227187	7.3635
	"2005"	"2005"	"Male"	"M"	"Maine"	"23"	104	644683	16.1320
	"2005"	"2005"	"Male"	"M"	"Maryland"	"24"	197	2700618	7.2946
	"2005"	"2005"	"Male"	"M"	"Massachusetts"	"25"	291	3094280	9.4044
	"2005"	"2005"	"Male"	"M"	"Michigan"	"26"	538	4936817	10.8977
	"2005"	"2005"	"Male"	"M"	"Minnesota"	"27"	259	2540052	10.1966
	"2005"	"2005"	"Male"	"M"	"Mississippi"	"28"	137	1407981	9.7302
	"2005"	"2005"	"Male"	"M"	"Missouri"	"29"	260	2827430	9.1956
	"2005"	"2005"	"Male"	"M"	"Montana"	"30"	82	470322	17.4349
	"2005"	"2005"	"Male"	"M"	"Nebraska"	"31"	76	872029	8.7153
	"2005"	"2005"	"Male"	"M"	"Nevada"	"32"	168	1233297	13.6220
	"2005"	"2005"	"Male"	"M"	"New Hampshire"	"33"	76	640560	11.8646
	"2005"	"2005"	"Male"	"M"	"New Jersey"	"34"	358	4208429	8.5067
	"2005"	"2005"	"Male"	"M"	"New Mexico"	"35"	233	953754	24.4298
	"2005"	"2005"	"Male"	"M"	"New York"	"36"	825	9245143	8.9236
	"2005"	"2005"	"Male"	"M"	"North Carolina"	"37"	502	4248218	11.8167
	"2005"	"2005"	"Male"	"M"	"North Dakota"	"38"	52	324546	16.0224
	"2005"	"2005"	"Male"	"M"	"Ohio"	"39"	561	5586617	10.0419
	"2005"	"2005"	"Male"	"M"	"Oklahoma"	"40"	258	1752122	14.7250
	"2005"	"2005"	"Male"	"M"	"Oregon"	"41"	378	1789755	21.1202
	"2005"	"2005"	"Male"	"M"	"Pennsylvania"	"42"	357	6044937	5.9058
	"2005"	"2005"	"Male"	"M"	"Rhode Island"	"44"	31	515084	6.0184
	"2005"	"2005"	"Male"	"M"	"South Carolina"	"45"	289	2077805	13.9089
	"2005"	"2005"	"Male"	"M"	"South Dakota"	"46"	63	386472	16.3013
	"2005"	"2005"	"Male"	"M"	"Tennessee"	"47"	368	2922618	12.5915
	"2005"	"2005"	"Male"	"M"	"Texas"	"48"	1007	11307684	8.9054
	"2005"	"2005"	"Male"	"M"	"Utah"	"49"	98	1232978	7.9482
	"2005"	"2005"	"Male"	"M"	"Vermont"	"50"	39	305793	12.7537
	"2005"	"2005"	"Male"	"M"	"Virginia"	"51"	281	3713459	7.5671
	"2005"	"2005"	"Male"	"M"	"Washington"	"53"	412	3111909	13.2395
	"2005"	"2005"	"Male"	"M"	"West Virginia"	"54"	92	892802	10.3046
	"2005"	"2005"	"Male"	"M"	"Wisconsin"	"55"	335	2749105	12.1858
	"2005"	"2005"	"Male"	"M"	"Wyoming"	"56"	48	260431	18.4310
	"2006"	"2006"	"Female"	"F"	"Alabama"	"01"	56	2385480	2.3475
	"2006"	"2006"	"Female"	"F"	"Alaska"	"02"	55	325121	16.9168
	"2006"	"2006"	"Female"	"F"	"Arizona"	"04"	179	3026134	5.9151
	"2006"	"2006"	"Female"	"F"	"Arkansas"	"05"	32	1438428	2.2247
	"2006"	"2006"	"Female"	"F"	"California"	"06"	986	18097471	5.4483
	"2006"	"2006"	"Female"	"F"	"Colorado"	"08"	168	2352960	7.1399
	"2006"	"2006"	"Female"	"F"	"Connecticut"	"09"	52	1807675	2.8766
	"2006"	"2006"	"Female"	"F"	"Delaware"	"10"	10	442766	Unreliable
	"2006"	"2006"	"Female"	"F"	"District of Columbia"	"11"	19	301322	Unreliable
	"2006"	"2006"	"Female"	"F"	"Florida"	"12"	468	9280080	5.0431
	"2006"	"2006"	"Female"	"F"	"Georgia"	"13"	126	4670606	2.6977
	"2006"	"2006"	"Female"	"F"	"Hawaii"	"15"	15	652351	Unreliable
	"2006"	"2006"	"Female"	"F"	"Idaho"	"16"	42	732104	5.7369
	"2006"	"2006"	"Female"	"F"	"Illinois"	"17"	170	6440022	2.6397
	"2006"	"2006"	"Female"	"F"	"Indiana"	"18"	81	3218203	2.5169
	"2006"	"2006"	"Female"	"F"	"Iowa"	"19"	45	1511124	2.9779
	"2006"	"2006"	"Female"	"F"	"Kansas"	"20"	48	1394092	3.4431
	"2006"	"2006"	"Female"	"F"	"Kentucky"	"21"	56	2149096	2.6057
	"2006"	"2006"	"Female"	"F"	"Louisiana"	"22"	53	2204072	2.4046
	"2006"	"2006"	"Female"	"F"	"Maine"	"23"	26	676157	3.8453
	"2006"	"2006"	"Female"	"F"	"Maryland"	"24"	87	2907963	2.9918
	"2006"	"2006"	"Female"	"F"	"Massachusetts"	"25"	91	3311185	2.7483
	"2006"	"2006"	"Female"	"F"	"Michigan"	"26"	178	5106621	3.4857
	"2006"	"2006"	"Female"	"F"	"Minnesota"	"27"	110	2600951	4.2292
	"2006"	"2006"	"Female"	"F"	"Mississippi"	"28"	50	1496313	3.3415
	"2006"	"2006"	"Female"	"F"	"Missouri"	"29"	77	2987563	2.5774
	"2006"	"2006"	"Female"	"F"	"Montana"	"30"	49	475341	10.3084
	"2006"	"2006"	"Female"	"F"	"Nebraska"	"31"	27	894687	3.0178
	"2006"	"2006"	"Female"	"F"	"Nevada"	"32"	45	1243993	3.6174
	"2006"	"2006"	"Female"	"F"	"New Hampshire"	"33"	27	662773	4.0738
	"2006"	"2006"	"Female"	"F"	"New Jersey"	"34"	124	4448099	2.7877
	"2006"	"2006"	"Female"	"F"	"New Mexico"	"35"	80	993969	8.0485
	"2006"	"2006"	"Female"	"F"	"New York"	"36"	250	9871401	2.5326
	"2006"	"2006"	"Female"	"F"	"North Carolina"	"37"	152	4563152	3.3310
	"2006"	"2006"	"Female"	"F"	"North Dakota"	"38"	21	322583	6.5100
	"2006"	"2006"	"Female"	"F"	"Ohio"	"39"	195	5883067	3.3146
	"2006"	"2006"	"Female"	"F"	"Oklahoma"	"40"	76	1818693	4.1788
	"2006"	"2006"	"Female"	"F"	"Oregon"	"41"	126	1853117	6.7994
	"2006"	"2006"	"Female"	"F"	"Pennsylvania"	"42"	110	6429312	1.7109
	"2006"	"2006"	"Female"	"F"	"Rhode Island"	"44"	24	550134	4.3626
	"2006"	"2006"	"Female"	"F"	"South Carolina"	"45"	66	2237655	2.9495
	"2006"	"2006"	"Female"	"F"	"South Dakota"	"46"	29	392420	7.3900
	"2006"	"2006"	"Female"	"F"	"Tennessee"	"47"	100	3121455	3.2036
	"2006"	"2006"	"Female"	"F"	"Texas"	"48"	304	11771243	2.5826
	"2006"	"2006"	"Female"	"F"	"Utah"	"49"	44	1257991	3.4976
	"2006"	"2006"	"Female"	"F"	"Vermont"	"50"	14	316290	Unreliable
	"2006"	"2006"	"Female"	"F"	"Virginia"	"51"	74	3908475	1.8933
	"2006"	"2006"	"Female"	"F"	"Washington"	"53"	217	3200695	6.7798
	"2006"	"2006"	"Female"	"F"	"West Virginia"	"54"	28	930605	3.0088
	"2006"	"2006"	"Female"	"F"	"Wisconsin"	"55"	107	2812276	3.8047
	"2006"	"2006"	"Female"	"F"	"Wyoming"	"56"	32	257361	12.4339
	"2006"	"2006"	"Male"	"M"	"Alabama"	"01"	193	2243501	8.6026
	"2006"	"2006"	"Male"	"M"	"Alaska"	"02"	88	350181	25.1299
	"2006"	"2006"	"Male"	"M"	"Arizona"	"04"	485	3003007	16.1505
	"2006"	"2006"	"Male"	"M"	"Arkansas"	"05"	139	1383333	10.0482
	"2006"	"2006"	"Male"	"M"	"California"	"06"	2946	17923731	16.4363
	"2006"	"2006"	"Male"	"M"	"Colorado"	"08"	358	2367463	15.1217
	"2006"	"2006"	"Male"	"M"	"Connecticut"	"09"	134	1709785	7.8372
	"2006"	"2006"	"Male"	"M"	"Delaware"	"10"	48	416502	11.5246
	"2006"	"2006"	"Male"	"M"	"District of Columbia"	"11"	63	269359	23.3889
	"2006"	"2006"	"Male"	"M"	"Florida"	"12"	1278	8886910	14.3807
	"2006"	"2006"	"Male"	"M"	"Georgia"	"13"	374	4485207	8.3385
	"2006"	"2006"	"Male"	"M"	"Hawaii"	"15"	50	657380	7.6060
	"2006"	"2006"	"Male"	"M"	"Idaho"	"16"	87	736565	11.8116
	"2006"	"2006"	"Male"	"M"	"Illinois"	"17"	440	6203933	7.0923
	"2006"	"2006"	"Male"	"M"	"Indiana"	"18"	251	3114466	8.0592
	"2006"	"2006"	"Male"	"M"	"Iowa"	"19"	140	1471520	9.5140
	"2006"	"2006"	"Male"	"M"	"Kansas"	"20"	136	1368839	9.9354
	"2006"	"2006"	"Male"	"M"	"Kentucky"	"21"	176	2070143	8.5018
	"2006"	"2006"	"Male"	"M"	"Louisiana"	"22"	168	2098593	8.0054
	"2006"	"2006"	"Male"	"M"	"Maine"	"23"	88	647462	13.5915
	"2006"	"2006"	"Male"	"M"	"Maryland"	"24"	207	2719404	7.6120
	"2006"	"2006"	"Male"	"M"	"Massachusetts"	"25"	280	3098899	9.0355
	"2006"	"2006"	"Male"	"M"	"Michigan"	"26"	517	4929460	10.4880
	"2006"	"2006"	"Male"	"M"	"Minnesota"	"27"	261	2562604	10.1850
	"2006"	"2006"	"Male"	"M"	"Mississippi"	"28"	109	1408665	7.7378
	"2006"	"2006"	"Male"	"M"	"Missouri"	"29"	308	2855141	10.7876
	"2006"	"2006"	"Male"	"M"	"Montana"	"30"	100	477351	20.9489
	"2006"	"2006"	"Male"	"M"	"Nebraska"	"31"	78	878006	8.8838
	"2006"	"2006"	"Male"	"M"	"Nevada"	"32"	172	1278665	13.4515
	"2006"	"2006"	"Male"	"M"	"New Hampshire"	"33"	73	645616	11.3070
	"2006"	"2006"	"Male"	"M"	"New Jersey"	"34"	342	4213580	8.1166
	"2006"	"2006"	"Male"	"M"	"New Mexico"	"35"	271	968168	27.9910
	"2006"	"2006"	"Male"	"M"	"New York"	"36"	851	9233230	9.2167
	"2006"	"2006"	"Male"	"M"	"North Carolina"	"37"	458	4354118	10.5188
	"2006"	"2006"	"Male"	"M"	"North Dakota"	"38"	43	326839	13.1563
	"2006"	"2006"	"Male"	"M"	"Ohio"	"39"	513	5598146	9.1637
	"2006"	"2006"	"Male"	"M"	"Oklahoma"	"40"	277	1775397	15.6021
	"2006"	"2006"	"Male"	"M"	"Oregon"	"41"	349	1817766	19.1994
	"2006"	"2006"	"Male"	"M"	"Pennsylvania"	"42"	393	6081497	6.4622
	"2006"	"2006"	"Male"	"M"	"Rhode Island"	"44"	71	512962	13.8412
	"2006"	"2006"	"Male"	"M"	"South Carolina"	"45"	285	2120192	13.4422
	"2006"	"2006"	"Male"	"M"	"South Dakota"	"46"	69	390613	17.6645
	"2006"	"2006"	"Male"	"M"	"Tennessee"	"47"	385	2967311	12.9747
	"2006"	"2006"	"Male"	"M"	"Texas"	"48"	1067	11588337	9.2075
	"2006"	"2006"	"Male"	"M"	"Utah"	"49"	100	1267516	7.8894
	"2006"	"2006"	"Male"	"M"	"Vermont"	"50"	49	306602	15.9816
	"2006"	"2006"	"Male"	"M"	"Virginia"	"51"	274	3765250	7.2771
	"2006"	"2006"	"Male"	"M"	"Washington"	"53"	446	3170058	14.0691
	"2006"	"2006"	"Male"	"M"	"West Virginia"	"54"	109	897307	12.1475
	"2006"	"2006"	"Male"	"M"	"Wisconsin"	"55"	317	2765379	11.4632
	"2006"	"2006"	"Male"	"M"	"Wyoming"	"56"	56	265306	21.1077
	"2007"	"2007"	"Female"	"F"	"Alabama"	"01"	58	2407275	2.4094
	"2007"	"2007"	"Female"	"F"	"Alaska"	"02"	61	327138	18.6466
	"2007"	"2007"	"Female"	"F"	"Arizona"	"04"	198	3096998	6.3933
	"2007"	"2007"	"Female"	"F"	"Arkansas"	"05"	29	1451358	1.9981
	"2007"	"2007"	"Female"	"F"	"California"	"06"	981	18214926	5.3857
	"2007"	"2007"	"Female"	"F"	"Colorado"	"08"	160	2396433	6.6766
	"2007"	"2007"	"Female"	"F"	"Connecticut"	"09"	46	1811617	2.5392
	"2007"	"2007"	"Female"	"F"	"Delaware"	"10"	20	449398	4.4504
	"2007"	"2007"	"Female"	"F"	"District of Columbia"	"11"	16	302949	Unreliable
	"2007"	"2007"	"Female"	"F"	"Florida"	"12"	502	9378587	5.3526
	"2007"	"2007"	"Female"	"F"	"Georgia"	"13"	115	4777572	2.4071
	"2007"	"2007"	"Female"	"F"	"Hawaii"	"15"	20	657185	3.0433
	"2007"	"2007"	"Female"	"F"	"Idaho"	"16"	42	750127	5.5991
	"2007"	"2007"	"Female"	"F"	"Illinois"	"17"	179	6467577	2.7677
	"2007"	"2007"	"Female"	"F"	"Indiana"	"18"	63	3241454	1.9436
	"2007"	"2007"	"Female"	"F"	"Iowa"	"19"	49	1518023	3.2279
	"2007"	"2007"	"Female"	"F"	"Kansas"	"20"	45	1405705	3.2012
	"2007"	"2007"	"Female"	"F"	"Kentucky"	"21"	57	2164210	2.6338
	"2007"	"2007"	"Female"	"F"	"Louisiana"	"22"	44	2239125	1.9651
	"2007"	"2007"	"Female"	"F"	"Maine"	"23"	41	677797	6.0490
	"2007"	"2007"	"Female"	"F"	"Maryland"	"24"	79	2920109	2.7054
	"2007"	"2007"	"Female"	"F"	"Massachusetts"	"25"	109	3321653	3.2815
	"2007"	"2007"	"Female"	"F"	"Michigan"	"26"	168	5091035	3.2999
	"2007"	"2007"	"Female"	"F"	"Minnesota"	"27"	94	2622551	3.5843
	"2007"	"2007"	"Female"	"F"	"Mississippi"	"28"	28	1507071	1.8579
	"2007"	"2007"	"Female"	"F"	"Missouri"	"29"	65	3007493	2.1613
	"2007"	"2007"	"Female"	"F"	"Montana"	"30"	37	480939	7.6933
	"2007"	"2007"	"Female"	"F"	"Nebraska"	"31"	24	900106	2.6664
	"2007"	"2007"	"Female"	"F"	"Nevada"	"32"	62	1284052	4.8285
	"2007"	"2007"	"Female"	"F"	"New Hampshire"	"33"	31	664987	4.6617
	"2007"	"2007"	"Female"	"F"	"New Jersey"	"34"	108	4455148	2.4242
	"2007"	"2007"	"Female"	"F"	"New Mexico"	"35"	107	1007922	10.6159
	"2007"	"2007"	"Female"	"F"	"New York"	"36"	274	9881510	2.7729
	"2007"	"2007"	"Female"	"F"	"North Carolina"	"37"	148	4677313	3.1642
	"2007"	"2007"	"Female"	"F"	"North Dakota"	"38"	15	324066	Unreliable
	"2007"	"2007"	"Female"	"F"	"Ohio"	"39"	163	5890965	2.7669
	"2007"	"2007"	"Female"	"F"	"Oklahoma"	"40"	111	1837175	6.0419
	"2007"	"2007"	"Female"	"F"	"Oregon"	"41"	162	1879347	8.6200
	"2007"	"2007"	"Female"	"F"	"Pennsylvania"	"42"	157	6452087	2.4333
	"2007"	"2007"	"Female"	"F"	"Rhode Island"	"44"	26	546859	4.7544
	"2007"	"2007"	"Female"	"F"	"South Carolina"	"45"	78	2280792	3.4199
	"2007"	"2007"	"Female"	"F"	"South Dakota"	"46"	27	396650	6.8070
	"2007"	"2007"	"Female"	"F"	"Tennessee"	"47"	95	3162280	3.0042
	"2007"	"2007"	"Female"	"F"	"Texas"	"48"	296	12010572	2.4645
	"2007"	"2007"	"Female"	"F"	"Utah"	"49"	37	1292672	2.8623
	"2007"	"2007"	"Female"	"F"	"Vermont"	"50"	18	316538	Unreliable
	"2007"	"2007"	"Female"	"F"	"Virginia"	"51"	103	3947966	2.6089
	"2007"	"2007"	"Female"	"F"	"Washington"	"53"	221	3247800	6.8046
	"2007"	"2007"	"Female"	"F"	"West Virginia"	"54"	29	932683	3.1093
	"2007"	"2007"	"Female"	"F"	"Wisconsin"	"55"	144	2827782	5.0923
	"2007"	"2007"	"Female"	"F"	"Wyoming"	"56"	29	262776	11.0360
	"2007"	"2007"	"Male"	"M"	"Alabama"	"01"	196	2265565	8.6513
	"2007"	"2007"	"Male"	"M"	"Alaska"	"02"	83	353162	23.5020
	"2007"	"2007"	"Male"	"M"	"Arizona"	"04"	549	3070683	17.8788
	"2007"	"2007"	"Male"	"M"	"Arkansas"	"05"	144	1397292	10.3056
	"2007"	"2007"	"Male"	"M"	"California"	"06"	3046	18035385	16.8890
	"2007"	"2007"	"Male"	"M"	"Colorado"	"08"	450	2407435	18.6921
	"2007"	"2007"	"Male"	"M"	"Connecticut"	"09"	168	1715653	9.7922
	"2007"	"2007"	"Male"	"M"	"Delaware"	"10"	37	422351	8.7605
	"2007"	"2007"	"Male"	"M"	"District of Columbia"	"11"	44	271455	16.2089
	"2007"	"2007"	"Male"	"M"	"Florida"	"12"	1268	8989255	14.1057
	"2007"	"2007"	"Male"	"M"	"Georgia"	"13"	390	4572416	8.5294
	"2007"	"2007"	"Male"	"M"	"Hawaii"	"15"	62	658490	9.4155
	"2007"	"2007"	"Male"	"M"	"Idaho"	"16"	110	754978	14.5700
	"2007"	"2007"	"Male"	"M"	"Illinois"	"17"	451	6228289	7.2412
	"2007"	"2007"	"Male"	"M"	"Indiana"	"18"	252	3138145	8.0302
	"2007"	"2007"	"Male"	"M"	"Iowa"	"19"	163	1481189	11.0047
	"2007"	"2007"	"Male"	"M"	"Kansas"	"20"	166	1378080	12.0457
	"2007"	"2007"	"Male"	"M"	"Kentucky"	"21"	226	2092462	10.8007
	"2007"	"2007"	"Male"	"M"	"Louisiana"	"22"	158	2136456	7.3954
	"2007"	"2007"	"Male"	"M"	"Maine"	"23"	92	649243	14.1703
	"2007"	"2007"	"Male"	"M"	"Maryland"	"24"	259	2733299	9.4757
	"2007"	"2007"	"Male"	"M"	"Massachusetts"	"25"	331	3109906	10.6434
	"2007"	"2007"	"Male"	"M"	"Michigan"	"26"	545	4910249	11.0992
	"2007"	"2007"	"Male"	"M"	"Minnesota"	"27"	239	2584652	9.2469
	"2007"	"2007"	"Male"	"M"	"Mississippi"	"28"	132	1421279	9.2874
	"2007"	"2007"	"Male"	"M"	"Missouri"	"29"	259	2880119	8.9927
	"2007"	"2007"	"Male"	"M"	"Montana"	"30"	106	483767	21.9114
	"2007"	"2007"	"Male"	"M"	"Nebraska"	"31"	79	883334	8.9434
	"2007"	"2007"	"Male"	"M"	"Nevada"	"32"	191	1317020	14.5024
	"2007"	"2007"	"Male"	"M"	"New Hampshire"	"33"	89	647553	13.7440
	"2007"	"2007"	"Male"	"M"	"New Jersey"	"34"	306	4222737	7.2465
	"2007"	"2007"	"Male"	"M"	"New Mexico"	"35"	297	982148	30.2398
	"2007"	"2007"	"Male"	"M"	"New York"	"36"	893	9250825	9.6532
	"2007"	"2007"	"Male"	"M"	"North Carolina"	"37"	528	4440724	11.8900
	"2007"	"2007"	"Male"	"M"	"North Dakota"	"38"	42	328756	12.7754
	"2007"	"2007"	"Male"	"M"	"Ohio"	"39"	617	5609503	10.9992
	"2007"	"2007"	"Male"	"M"	"Oklahoma"	"40"	301	1797174	16.7485
	"2007"	"2007"	"Male"	"M"	"Oregon"	"41"	381	1843070	20.6720
	"2007"	"2007"	"Male"	"M"	"Pennsylvania"	"42"	391	6111850	6.3974
	"2007"	"2007"	"Male"	"M"	"Rhode Island"	"44"	67	510456	13.1255
	"2007"	"2007"	"Male"	"M"	"South Carolina"	"45"	285	2163318	13.1742
	"2007"	"2007"	"Male"	"M"	"South Dakota"	"46"	54	394973	13.6718
	"2007"	"2007"	"Male"	"M"	"Tennessee"	"47"	386	3013447	12.8093
	"2007"	"2007"	"Male"	"M"	"Texas"	"48"	1064	11821411	9.0006
	"2007"	"2007"	"Male"	"M"	"Utah"	"49"	107	1305074	8.1988
	"2007"	"2007"	"Male"	"M"	"Vermont"	"50"	45	306943	14.6607
	"2007"	"2007"	"Male"	"M"	"Virginia"	"51"	342	3803034	8.9928
	"2007"	"2007"	"Male"	"M"	"Washington"	"53"	497	3213787	15.4646
	"2007"	"2007"	"Male"	"M"	"West Virginia"	"54"	136	901369	15.0882
	"2007"	"2007"	"Male"	"M"	"Wisconsin"	"55"	345	2782993	12.3967
	"2007"	"2007"	"Male"	"M"	"Wyoming"	"56"	59	272100	21.6832
	"2008"	"2008"	"Female"	"F"	"Alabama"	"01"	56	2430257	2.3043
	"2008"	"2008"	"Female"	"F"	"Alaska"	"02"	54	329412	16.3928
	"2008"	"2008"	"Female"	"F"	"Arizona"	"04"	220	3155278	6.9724
	"2008"	"2008"	"Female"	"F"	"Arkansas"	"05"	40	1464220	2.7318
	"2008"	"2008"	"Female"	"F"	"California"	"06"	995	18396972	5.4085
	"2008"	"2008"	"Female"	"F"	"Colorado"	"08"	186	2439060	7.6259
	"2008"	"2008"	"Female"	"F"	"Connecticut"	"09"	67	1820749	3.6798
	"2008"	"2008"	"Female"	"F"	"Delaware"	"10"	21	455481	4.6105
	"2008"	"2008"	"Female"	"F"	"District of Columbia"	"11"	15	306265	Unreliable
	"2008"	"2008"	"Female"	"F"	"Florida"	"12"	471	9465279	4.9761
	"2008"	"2008"	"Female"	"F"	"Georgia"	"13"	115	4856984	2.3677
	"2008"	"2008"	"Female"	"F"	"Hawaii"	"15"	18	665313	Unreliable
	"2008"	"2008"	"Female"	"F"	"Idaho"	"16"	45	764792	5.8840
	"2008"	"2008"	"Female"	"F"	"Illinois"	"17"	173	6493537	2.6642
	"2008"	"2008"	"Female"	"F"	"Indiana"	"18"	87	3263963	2.6655
	"2008"	"2008"	"Female"	"F"	"Iowa"	"19"	57	1525539	3.7364
	"2008"	"2008"	"Female"	"F"	"Kansas"	"20"	45	1415563	3.1789
	"2008"	"2008"	"Female"	"F"	"Kentucky"	"21"	46	2183532	2.1067
	"2008"	"2008"	"Female"	"F"	"Louisiana"	"22"	44	2269630	1.9386
	"2008"	"2008"	"Female"	"F"	"Maine"	"23"	29	679413	4.2684
	"2008"	"2008"	"Female"	"F"	"Maryland"	"24"	67	2935788	2.2822
	"2008"	"2008"	"Female"	"F"	"Massachusetts"	"25"	111	3340730	3.3226
	"2008"	"2008"	"Female"	"F"	"Michigan"	"26"	182	5065899	3.5926
	"2008"	"2008"	"Female"	"F"	"Minnesota"	"27"	119	2642672	4.5030
	"2008"	"2008"	"Female"	"F"	"Mississippi"	"28"	36	1516955	2.3732
	"2008"	"2008"	"Female"	"F"	"Missouri"	"29"	86	3024837	2.8431
	"2008"	"2008"	"Female"	"F"	"Montana"	"30"	55	486477	11.3058
	"2008"	"2008"	"Female"	"F"	"Nebraska"	"31"	38	905814	4.1951
	"2008"	"2008"	"Female"	"F"	"Nevada"	"32"	74	1310601	5.6463
	"2008"	"2008"	"Female"	"F"	"New Hampshire"	"33"	25	666576	3.7505
	"2008"	"2008"	"Female"	"F"	"New Jersey"	"34"	111	4469901	2.4833
	"2008"	"2008"	"Female"	"F"	"New Mexico"	"35"	131	1018578	12.8611
	"2008"	"2008"	"Female"	"F"	"New York"	"36"	298	9918841	3.0044
	"2008"	"2008"	"Female"	"F"	"North Carolina"	"37"	154	4771376	3.2276
	"2008"	"2008"	"Female"	"F"	"North Dakota"	"38"	20	326131	6.1325
	"2008"	"2008"	"Female"	"F"	"Ohio"	"39"	206	5896594	3.4935
	"2008"	"2008"	"Female"	"F"	"Oklahoma"	"40"	118	1854771	6.3620
	"2008"	"2008"	"Female"	"F"	"Oregon"	"41"	164	1903535	8.6155
	"2008"	"2008"	"Female"	"F"	"Pennsylvania"	"42"	158	6473295	2.4408
	"2008"	"2008"	"Female"	"F"	"Rhode Island"	"44"	23	545412	4.2170
	"2008"	"2008"	"Female"	"F"	"South Carolina"	"45"	90	2325047	3.8709
	"2008"	"2008"	"Female"	"F"	"South Dakota"	"46"	25	400236	6.2463
	"2008"	"2008"	"Female"	"F"	"Tennessee"	"47"	85	3203115	2.6537
	"2008"	"2008"	"Female"	"F"	"Texas"	"48"	292	12249936	2.3837
	"2008"	"2008"	"Female"	"F"	"Utah"	"49"	44	1325631	3.3192
	"2008"	"2008"	"Female"	"F"	"Vermont"	"50"	21	316722	6.6304
	"2008"	"2008"	"Female"	"F"	"Virginia"	"51"	96	3988983	2.4066
	"2008"	"2008"	"Female"	"F"	"Washington"	"53"	249	3293162	7.5611
	"2008"	"2008"	"Female"	"F"	"West Virginia"	"54"	18	934911	Unreliable
	"2008"	"2008"	"Female"	"F"	"Wisconsin"	"55"	128	2842268	4.5034
	"2008"	"2008"	"Female"	"F"	"Wyoming"	"56"	29	267982	10.8216
	"2008"	"2008"	"Male"	"M"	"Alabama"	"01"	194	2287949	8.4792
	"2008"	"2008"	"Male"	"M"	"Alaska"	"02"	93	358043	25.9745
	"2008"	"2008"	"Male"	"M"	"Arizona"	"04"	564	3125084	18.0475
	"2008"	"2008"	"Male"	"M"	"Arkansas"	"05"	160	1410334	11.3448
	"2008"	"2008"	"Male"	"M"	"California"	"06"	3172	18207365	17.4215
	"2008"	"2008"	"Male"	"M"	"Colorado"	"08"	490	2450670	19.9945
	"2008"	"2008"	"Male"	"M"	"Connecticut"	"09"	162	1724830	9.3922
	"2008"	"2008"	"Male"	"M"	"Delaware"	"10"	54	428393	12.6052
	"2008"	"2008"	"Male"	"M"	"District of Columbia"	"11"	58	273971	21.1701
	"2008"	"2008"	"Male"	"M"	"Florida"	"12"	1294	9062026	14.2794
	"2008"	"2008"	"Male"	"M"	"Georgia"	"13"	366	4647859	7.8746
	"2008"	"2008"	"Male"	"M"	"Hawaii"	"15"	57	666900	8.5470
	"2008"	"2008"	"Male"	"M"	"Idaho"	"16"	128	769528	16.6336
	"2008"	"2008"	"Male"	"M"	"Illinois"	"17"	534	6253501	8.5392
	"2008"	"2008"	"Male"	"M"	"Indiana"	"18"	289	3160843	9.1431
	"2008"	"2008"	"Male"	"M"	"Iowa"	"19"	148	1491195	9.9249
	"2008"	"2008"	"Male"	"M"	"Kansas"	"20"	160	1392513	11.4900
	"2008"	"2008"	"Male"	"M"	"Kentucky"	"21"	191	2106346	9.0678
	"2008"	"2008"	"Male"	"M"	"Louisiana"	"22"	166	2165956	7.6641
	"2008"	"2008"	"Male"	"M"	"Maine"	"23"	70	651096	10.7511
