"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Single Race 6"	"Single Race 6 Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2020"	"2020"	"May, 2020"	"2020/05"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"White"	"2106-3"	"Female"	"F"	838	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"White"	"2106-3"	"Male"	"M"	2067	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"More than one race"	"M"	"Female"	"F"	11	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"More than one race"	"M"	"Male"	"M"	25	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	55	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	106	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Asian"	"A"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Asian"	"A"	"Male"	"M"	47	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Black or African American"	"2054-5"	"Female"	"F"	132	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Black or African American"	"2054-5"	"Male"	"M"	238	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"White"	"2106-3"	"Female"	"F"	893	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"White"	"2106-3"	"Male"	"M"	2078	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"More than one race"	"M"	"Male"	"M"	26	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Jun., 2020"	"2020/06"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	64	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	113	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Asian"	"A"	"Male"	"M"	46	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Black or African American"	"2054-5"	"Female"	"F"	109	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Black or African American"	"2054-5"	"Male"	"M"	273	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"White"	"2106-3"	"Female"	"F"	922	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"White"	"2106-3"	"Male"	"M"	2287	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"More than one race"	"M"	"Female"	"F"	16	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"More than one race"	"M"	"Male"	"M"	31	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Jul., 2020"	"2020/07"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	83	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	93	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Asian"	"A"	"Male"	"M"	42	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Black or African American"	"2054-5"	"Female"	"F"	121	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Black or African American"	"2054-5"	"Male"	"M"	265	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"White"	"2106-3"	"Female"	"F"	979	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"White"	"2106-3"	"Male"	"M"	2135	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"More than one race"	"M"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"More than one race"	"M"	"Male"	"M"	22	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Aug., 2020"	"2020/08"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	65	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	96	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Asian"	"A"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Asian"	"A"	"Male"	"M"	38	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Black or African American"	"2054-5"	"Female"	"F"	105	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Black or African American"	"2054-5"	"Male"	"M"	257	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"White"	"2106-3"	"Female"	"F"	905	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"White"	"2106-3"	"Male"	"M"	2100	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"More than one race"	"M"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"More than one race"	"M"	"Male"	"M"	19	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Sep., 2020"	"2020/09"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	76	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	107	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Asian"	"A"	"Male"	"M"	35	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Black or African American"	"2054-5"	"Female"	"F"	127	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Black or African American"	"2054-5"	"Male"	"M"	286	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"White"	"2106-3"	"Female"	"F"	945	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"White"	"2106-3"	"Male"	"M"	2113	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"More than one race"	"M"	"Female"	"F"	15	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"More than one race"	"M"	"Male"	"M"	21	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Oct., 2020"	"2020/10"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	80	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	81	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Asian"	"A"	"Female"	"F"	16	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Asian"	"A"	"Male"	"M"	38	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Black or African American"	"2054-5"	"Female"	"F"	104	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Black or African American"	"2054-5"	"Male"	"M"	315	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"White"	"2106-3"	"Female"	"F"	975	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"White"	"2106-3"	"Male"	"M"	2141	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"More than one race"	"M"	"Female"	"F"	16	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"More than one race"	"M"	"Male"	"M"	17	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Nov., 2020"	"2020/11"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	70	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	97	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Asian"	"A"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Asian"	"A"	"Male"	"M"	45	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Black or African American"	"2054-5"	"Female"	"F"	130	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Black or African American"	"2054-5"	"Male"	"M"	291	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"White"	"2106-3"	"Female"	"F"	965	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"White"	"2106-3"	"Male"	"M"	2308	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"More than one race"	"M"	"Female"	"F"	14	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"More than one race"	"M"	"Male"	"M"	21	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Dec., 2020"	"2020/12"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	62	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	139	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"Asian"	"A"	"Female"	"F"	13	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"Asian"	"A"	"Male"	"M"	50	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"Black or African American"	"2054-5"	"Female"	"F"	119	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"Black or African American"	"2054-5"	"Male"	"M"	298	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"White"	"2106-3"	"Female"	"F"	1019	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"White"	"2106-3"	"Male"	"M"	2298	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"More than one race"	"M"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"More than one race"	"M"	"Male"	"M"	28	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Jan., 2021"	"2021/01"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	69	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	103	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"Asian"	"A"	"Male"	"M"	51	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"Black or African American"	"2054-5"	"Female"	"F"	125	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"Black or African American"	"2054-5"	"Male"	"M"	274	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"White"	"2106-3"	"Female"	"F"	895	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"White"	"2106-3"	"Male"	"M"	2096	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"More than one race"	"M"	"Male"	"M"	19	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Feb., 2021"	"2021/02"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	75	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	119	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"Asian"	"A"	"Female"	"F"	11	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"Asian"	"A"	"Male"	"M"	44	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"Black or African American"	"2054-5"	"Female"	"F"	146	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"Black or African American"	"2054-5"	"Male"	"M"	269	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"White"	"2106-3"	"Female"	"F"	930	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"White"	"2106-3"	"Male"	"M"	2233	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"More than one race"	"M"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"More than one race"	"M"	"Male"	"M"	22	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Mar., 2021"	"2021/03"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	64	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	86	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"Asian"	"A"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"Asian"	"A"	"Male"	"M"	45	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"Black or African American"	"2054-5"	"Female"	"F"	113	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"Black or African American"	"2054-5"	"Male"	"M"	301	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"White"	"2106-3"	"Female"	"F"	890	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"White"	"2106-3"	"Male"	"M"	2131	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"More than one race"	"M"	"Female"	"F"	11	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"More than one race"	"M"	"Male"	"M"	20	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Apr., 2021"	"2021/04"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	76	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	110	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"Asian"	"A"	"Female"	"F"	15	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"Asian"	"A"	"Male"	"M"	38	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"Black or African American"	"2054-5"	"Female"	"F"	133	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"Black or African American"	"2054-5"	"Male"	"M"	267	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"White"	"2106-3"	"Female"	"F"	900	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"White"	"2106-3"	"Male"	"M"	2189	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"More than one race"	"M"	"Female"	"F"	19	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"More than one race"	"M"	"Male"	"M"	26	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"May, 2021"	"2021/05"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	73	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	115	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"Asian"	"A"	"Male"	"M"	41	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"Black or African American"	"2054-5"	"Female"	"F"	120	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"Black or African American"	"2054-5"	"Male"	"M"	293	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"White"	"2106-3"	"Female"	"F"	956	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"White"	"2106-3"	"Male"	"M"	2173	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"More than one race"	"M"	"Male"	"M"	20	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Jun., 2021"	"2021/06"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	73	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	125	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"Asian"	"A"	"Female"	"F"	13	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"Asian"	"A"	"Male"	"M"	39	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"Black or African American"	"2054-5"	"Female"	"F"	139	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"Black or African American"	"2054-5"	"Male"	"M"	293	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"White"	"2106-3"	"Female"	"F"	950	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"White"	"2106-3"	"Male"	"M"	2218	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"More than one race"	"M"	"Male"	"M"	23	Not Applicable	Not Applicable
	"2021"	"2021"	"Jul., 2021"	"2021/07"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
