"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2024 (provisional)"	"2024"	"Delaware"	"10"	"Male"	"M"	Suppressed	499148	Suppressed
	"2024 (provisional)"	"2024"	"District of Columbia"	"11"	"Female"	"F"	Suppressed	357257	Suppressed
	"2024 (provisional)"	"2024"	"District of Columbia"	"11"	"Male"	"M"	Suppressed	321715	Suppressed
	"2024 (provisional)"	"2024"	"Florida"	"12"	"Female"	"F"	20	11501917	0.1739
	"2024 (provisional)"	"2024"	"Florida"	"12"	"Male"	"M"	47	11108809	0.4231
	"2024 (provisional)"	"2024"	"Georgia"	"13"	"Female"	"F"	Suppressed	5654215	Suppressed
	"2024 (provisional)"	"2024"	"Georgia"	"13"	"Male"	"M"	16	5375012	Unreliable
	"2024 (provisional)"	"2024"	"Hawaii"	"15"	"Female"	"F"	Suppressed	715343	Suppressed
	"2024 (provisional)"	"2024"	"Hawaii"	"15"	"Male"	"M"	0	719795	Unreliable
	"2024 (provisional)"	"2024"	"Idaho"	"16"	"Female"	"F"	Suppressed	976267	Suppressed
	"2024 (provisional)"	"2024"	"Idaho"	"16"	"Male"	"M"	Suppressed	988459	Suppressed
	"2024 (provisional)"	"2024"	"Illinois"	"17"	"Female"	"F"	Suppressed	6348606	Suppressed
	"2024 (provisional)"	"2024"	"Illinois"	"17"	"Male"	"M"	31	6201083	0.4999
	"2024 (provisional)"	"2024"	"Indiana"	"18"	"Female"	"F"	Suppressed	3457728	Suppressed
	"2024 (provisional)"	"2024"	"Indiana"	"18"	"Male"	"M"	28	3404471	0.8224
	"2024 (provisional)"	"2024"	"Iowa"	"19"	"Female"	"F"	Suppressed	1598960	Suppressed
	"2024 (provisional)"	"2024"	"Iowa"	"19"	"Male"	"M"	Suppressed	1608044	Suppressed
	"2024 (provisional)"	"2024"	"Kansas"	"20"	"Female"	"F"	Suppressed	1465908	Suppressed
	"2024 (provisional)"	"2024"	"Kansas"	"20"	"Male"	"M"	13	1474638	Unreliable
	"2024 (provisional)"	"2024"	"Kentucky"	"21"	"Female"	"F"	0	2283019	Unreliable
	"2024 (provisional)"	"2024"	"Kentucky"	"21"	"Male"	"M"	20	2243135	0.8916
	"2024 (provisional)"	"2024"	"Louisiana"	"22"	"Female"	"F"	Suppressed	2338851	Suppressed
	"2024 (provisional)"	"2024"	"Louisiana"	"22"	"Male"	"M"	15	2234898	Unreliable
	"2024 (provisional)"	"2024"	"Maine"	"23"	"Female"	"F"	Suppressed	708167	Suppressed
	"2024 (provisional)"	"2024"	"Maine"	"23"	"Male"	"M"	21	687555	3.0543
	"2024 (provisional)"	"2024"	"Maryland"	"24"	"Female"	"F"	Suppressed	3175850	Suppressed
	"2024 (provisional)"	"2024"	"Maryland"	"24"	"Male"	"M"	26	3004403	0.8654
	"2024 (provisional)"	"2024"	"Massachusetts"	"25"	"Female"	"F"	Suppressed	3580964	Suppressed
	"2024 (provisional)"	"2024"	"Massachusetts"	"25"	"Male"	"M"	10	3420435	Unreliable
	"2024 (provisional)"	"2024"	"Michigan"	"26"	"Female"	"F"	15	5063720	Unreliable
	"2024 (provisional)"	"2024"	"Michigan"	"26"	"Male"	"M"	23	4973541	0.4624
	"2024 (provisional)"	"2024"	"Minnesota"	"27"	"Female"	"F"	Suppressed	2862540	Suppressed
	"2024 (provisional)"	"2024"	"Minnesota"	"27"	"Male"	"M"	17	2875375	Unreliable
	"2024 (provisional)"	"2024"	"Mississippi"	"28"	"Female"	"F"	Suppressed	1513972	Suppressed
	"2024 (provisional)"	"2024"	"Mississippi"	"28"	"Male"	"M"	10	1425718	Unreliable
	"2024 (provisional)"	"2024"	"Missouri"	"29"	"Female"	"F"	12	3138564	Unreliable
	"2024 (provisional)"	"2024"	"Missouri"	"29"	"Male"	"M"	15	3057592	Unreliable
	"2024 (provisional)"	"2024"	"Montana"	"30"	"Female"	"F"	Suppressed	558871	Suppressed
	"2024 (provisional)"	"2024"	"Montana"	"30"	"Male"	"M"	Suppressed	573941	Suppressed
	"2024 (provisional)"	"2024"	"Nebraska"	"31"	"Female"	"F"	Suppressed	983627	Suppressed
	"2024 (provisional)"	"2024"	"Nebraska"	"31"	"Male"	"M"	Suppressed	994752	Suppressed
	"2024 (provisional)"	"2024"	"Nevada"	"32"	"Female"	"F"	Suppressed	1586320	Suppressed
	"2024 (provisional)"	"2024"	"Nevada"	"32"	"Male"	"M"	Suppressed	1607856	Suppressed
	"2024 (provisional)"	"2024"	"New Hampshire"	"33"	"Female"	"F"	Suppressed	702361	Suppressed
	"2024 (provisional)"	"2024"	"New Hampshire"	"33"	"Male"	"M"	0	699693	Unreliable
	"2024 (provisional)"	"2024"	"New Jersey"	"34"	"Female"	"F"	Suppressed	4718529	Suppressed
	"2024 (provisional)"	"2024"	"New Jersey"	"34"	"Male"	"M"	16	4572312	Unreliable
	"2024 (provisional)"	"2024"	"New Mexico"	"35"	"Female"	"F"	Suppressed	1063315	Suppressed
	"2024 (provisional)"	"2024"	"New Mexico"	"35"	"Male"	"M"	33	1051056	3.1397
	"2024 (provisional)"	"2024"	"New York"	"36"	"Female"	"F"	11	10015595	Unreliable
	"2024 (provisional)"	"2024"	"New York"	"36"	"Male"	"M"	37	9555621	0.3872
	"2024 (provisional)"	"2024"	"North Carolina"	"37"	"Female"	"F"	Suppressed	5538969	Suppressed
	"2024 (provisional)"	"2024"	"North Carolina"	"37"	"Male"	"M"	23	5296522	0.4342
	"2024 (provisional)"	"2024"	"North Dakota"	"38"	"Female"	"F"	Suppressed	381838	Suppressed
	"2024 (provisional)"	"2024"	"North Dakota"	"38"	"Male"	"M"	Suppressed	402088	Suppressed
	"2024 (provisional)"	"2024"	"Ohio"	"39"	"Female"	"F"	10	5973286	Unreliable
	"2024 (provisional)"	"2024"	"Ohio"	"39"	"Male"	"M"	45	5812649	0.7742
	"2024 (provisional)"	"2024"	"Oklahoma"	"40"	"Female"	"F"	Suppressed	2037066	Suppressed
	"2024 (provisional)"	"2024"	"Oklahoma"	"40"	"Male"	"M"	13	2016758	Unreliable
	"2024 (provisional)"	"2024"	"Oregon"	"41"	"Female"	"F"	Suppressed	2125147	Suppressed
	"2024 (provisional)"	"2024"	"Oregon"	"41"	"Male"	"M"	12	2108211	Unreliable
	"2024 (provisional)"	"2024"	"Pennsylvania"	"42"	"Female"	"F"	14	6571832	Unreliable
	"2024 (provisional)"	"2024"	"Pennsylvania"	"42"	"Male"	"M"	23	6389851	0.3599
	"2024 (provisional)"	"2024"	"Rhode Island"	"44"	"Female"	"F"	Suppressed	558503	Suppressed
	"2024 (provisional)"	"2024"	"Rhode Island"	"44"	"Male"	"M"	14	537459	Unreliable
	"2024 (provisional)"	"2024"	"South Carolina"	"45"	"Female"	"F"	Suppressed	2762518	Suppressed
	"2024 (provisional)"	"2024"	"South Carolina"	"45"	"Male"	"M"	17	2611037	Unreliable
	"2024 (provisional)"	"2024"	"South Dakota"	"46"	"Female"	"F"	0	451921	Unreliable
	"2024 (provisional)"	"2024"	"South Dakota"	"46"	"Male"	"M"	15	467397	Unreliable
	"2024 (provisional)"	"2024"	"Tennessee"	"47"	"Female"	"F"	Suppressed	3631374	Suppressed
	"2024 (provisional)"	"2024"	"Tennessee"	"47"	"Male"	"M"	17	3495115	Unreliable
	"2024 (provisional)"	"2024"	"Texas"	"48"	"Female"	"F"	22	15287209	0.1439
	"2024 (provisional)"	"2024"	"Texas"	"48"	"Male"	"M"	52	15216092	0.3417
	"2024 (provisional)"	"2024"	"Utah"	"49"	"Female"	"F"	Suppressed	1686145	Suppressed
	"2024 (provisional)"	"2024"	"Utah"	"49"	"Male"	"M"	Suppressed	1731589	Suppressed
	"2024 (provisional)"	"2024"	"Vermont"	"50"	"Female"	"F"	0	326028	Unreliable
	"2024 (provisional)"	"2024"	"Vermont"	"50"	"Male"	"M"	Suppressed	321436	Suppressed
	"2024 (provisional)"	"2024"	"Virginia"	"51"	"Female"	"F"	Suppressed	4409697	Suppressed
	"2024 (provisional)"	"2024"	"Virginia"	"51"	"Male"	"M"	11	4306001	Unreliable
	"2024 (provisional)"	"2024"	"Washington"	"53"	"Female"	"F"	Suppressed	3878878	Suppressed
	"2024 (provisional)"	"2024"	"Washington"	"53"	"Male"	"M"	12	3934002	Unreliable
	"2024 (provisional)"	"2024"	"West Virginia"	"54"	"Female"	"F"	Suppressed	886438	Suppressed
	"2024 (provisional)"	"2024"	"West Virginia"	"54"	"Male"	"M"	Suppressed	883633	Suppressed
	"2024 (provisional)"	"2024"	"Wisconsin"	"55"	"Female"	"F"	Suppressed	2951439	Suppressed
	"2024 (provisional)"	"2024"	"Wisconsin"	"55"	"Male"	"M"	16	2959516	Unreliable
	"2024 (provisional)"	"2024"	"Wyoming"	"56"	"Female"	"F"	Suppressed	285032	Suppressed
	"2024 (provisional)"	"2024"	"Wyoming"	"56"	"Male"	"M"	Suppressed	299025	Suppressed
